Region,Site,Area,Note,Locus ID,Original Sort Order,Locus/Wall,Number,Square,Phase,Contextual Integrity (I) Code,Contextual Integrity (I),Phasing of Contents (PoC),Comments,Context,Chapter,Status
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9077,79,Locus,9077,AI/33,≻1,n,non-stratified,≻1,Topsoil down to W9096 and F9095,--, Dor IIIA: 9,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9078,80,Locus,9078,AI/32,≻1,d,disturbed,≻1,Topsoil down to F9000,--, Dor IIIA: 8,Not Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9079,81,Locus,9079,AJ/32–33,--,n,non-stratified,--,Balk removal,--, Dor IIIA: 12,Not Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 9080,82,Wall,9080,AJ/32,2,--,--,--,Cleaning exterior wall of “Ilan’s Sump” 9048 (L9048 = W(?)9080 = W9090 = W9258 in AI/32 = W9420 = L9083 = L9421 = L9257 in AI/32),--, Dor IIIA: 12,Not Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9081,83,Locus,9081,AJ/32,5?/6a??,d,disturbed,⪰6,"Three floor fragments (A–C), cut by adjacent Phase 4 Pits, possibly related to W9456",--," Dor IIIA: 12, Dor IIA: 14 ",Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9082,84,Locus,9082,AI/32,≻1,d,disturbed,≻1,Topsoil/Fill,--, Dor IIIA: 8,Not Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9083,85,Locus,9083,AJ/32,2,u,unsealed,2,Fill in “Ilan’s Sump” 9048 (L9048 = W(?)9080 = W9090 = W9258 in AI/32 = W9420 = L9083 = L9421 = L9257 in AI/32),--, Dor IIIA: 12,Not Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9084,86,Locus,9084,AJ/34,1a,d?,possibly disturbed,⪰1a,Topsoil and fill to floor,--, Dor IIIA: 14,Not Final
Israel,Tel Dor,AL:34–35,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 9085a,87,Wall,9085a,AL/34–35,1a,--,--,--,Ashlars that slipped off W9085b or part of floor?,--," Dor IIIA: 9, 10, 14, 15, 16",Not Final
Israel,Tel Dor,AJ–AM:34–35,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 9085b,88,Wall,9085b,AJ–AM/34–35,1a,--,--,--,Cement foundation,--," Dor IIIA: 5, 9, 10, 13, 14, 15, 16 ",Not Final
Israel,Tel Dor,AJ–AM:34–35,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 9085c,89,Wall,9085c,AJ–AM/34–35,1b,--,--,--,Block and rubble wall,--," Dor IIIA: 5, 7, 10, 14, 15, 16 ",Not Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9086,90,Locus,9086,AJ/34,1a,d?,possibly disturbed,⪰1a,Topsoil and fill to floor; floor only seen in north balk,--," Dor IIIA: 13, 14",Not Final
Israel,Tel Dor,AJ–AK:32–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9087,91,Locus,9087,AJ–AK/32,5?/6?,d,disturbed,⪰6,"Spit of mudbrick material cut by adjacent Phase 4 Pits, above F9154",--," Dor IIIA: 12, Dor IIA: 14",Not Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9088,92,Locus,9088,AJ/32–33,4,u,unsealed,4,Ashy pit; under AJ/32–33 balk removal; possibly part of Pit 9168,Pit 9088, Dor IIIA: 12,Not Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9089,93,Locus,9089,AJ/32,4,s,sealed,4,Pit 9089 (L9089); found under L9049 but probably an independent pit,Pit 9089, Dor IIIA: 12,Not Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 9090,94,Wall,9090,AJ/32,2?,--,--,--,NW wall of “Ilan’s Sump” 9048 (L9048 = W(?)9080 = W9090 = W9258 in AI/32 = W9420 = L9083 = L9421 = L9257 in AI/32),--, Dor IIIA: 12,Not Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9091,95,Locus,9091,AJ/34,1a,d?,possibly disturbed,⪰1a,Floor Makeup and fill to floor; fill was sandy material and 10–15 cm across stones,--, Dor IIIA: 14,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9092,96,Locus,9092,AI/32,1b,d,disturbed,1b,Fill contaminated by Roman Drain 9025.,--, Dor IIIA: 8,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9093,97,Locus,9093,AI/32,3?,d,disturbed,4?–2?,Fill to Floor: contaminated by Roman Drain 9025.,--, Dor IIIA: 8,Not Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9094,98,Locus,9094,AJ/34,1b?,d?,possibly disturbed,≺1a,Floor Makeup and fill below; sandy fill with sherds and bones,--, Dor IIIA: 14,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9095,99,Locus,9095,AI/33,1a,d,disturbed,1a,“Ranbir’s Pyramid”; Paving stones of Roman plaza and entrance to drain below.,--," Dor IIIA: 5, 9, 10",Not Final
Israel,Tel Dor,AF–AH:32–33,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Wall 9096,100,Wall,9096,AF–AH/32–33,1a,--,--,--,Concrete and fieldstone foundation of south wall of northeast of plaza,--," Dor IIIA: 4, 5, 9, 10, 13",Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9097,101,Locus,9097,AI/33,1⪰ [.]⪰5,d,disturbed,⪰5,Mixed fill north of W9096,--, Dor IIIA: 9,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9098,102,Locus,9098,AI/33,1⪰ [.]⪰5,d,disturbed,⪰5,"Mixed fill mostly below Roman pavement, above drains.",--, Dor IIIA: 9,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9099,103,Locus,9099,AI/32,⪰3?,d,disturbed,⪰3,Fill contaminated by Phase 1a Roman Drain 9025 and Disturbance 9100,--, Dor IIIA: 8,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9100,104,Locus,9100,AI/32,1b,d,disturbed,1–6/7?,Part of Disturbance 9100 (L9100 = L9130 = L9151 = L9207 = L9622 = L9677 are all part of Disturbance 9100 in AI/32),--, Dor IIIA: 8,Not Final
Israel,Tel Dor,AK:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9101,105,Locus,9101,AK/32,2?/1b??,n,non-stratified,⪰2?,Topsoil down to [partial] kurkar surfaces F9101 & F9117,--, Dor IIIA: 12,Not Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9102,106,Locus,9102,AJ/34,1b/2?,u,unsealed,1b?– 2,Sandy fill with sherds and bones,--, Dor IIIA: 14,Not Final
Israel,Tel Dor,AI–AM:34–35,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9103,107,Locus,9103,AI–AM/34–35,1b–1a,--,--,--,Roman side drain of Drain 9111; small ashlar walls,Drains," Dor IIIA: 5, 4, 9, 10, 11, 13, 14, 15, 16",Not Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9104,108,Locus,9104,AJ/34,1b/2?,u,unsealed,1b?– 2,Sandy fill with sherds and bones,--," Dor IIIA: 13, 14",Not Final
Israel,Tel Dor,AJ:30–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9105,109,Locus,9105,AJ/34,1b/2?,u,unsealed,1b?– 2,Ashy lens surrounded by sandy fill with sherds and bones,--, Dor IIIA: 14,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9106,110,Locus,9106,AI/33,1⪰ [.]⪰5,d,disturbed,⪰5,"Fill below level of Roman pavement, east of Drain L9111",--, Dor IIIA: 9,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9107,111,Locus,9107,AI/33,1⪰ [.]⪰5,d,disturbed,⪰5,"Fill below level of Roman pavement, west of Drain L9111",--, Dor IIIA: 9,Not Final
Israel,Tel Dor,AI:31–34,"To facilitate navigation, Open Context editors created this record based on the ""Square"" attribute associated with Loci. This record purely serves as a navigation convenience and serves no purpose for interpretation or analysis.",Locus 9108,112,Locus,9108,AI/33,1⪰ [.]⪰5,d,disturbed,⪰5,Fill probably contaminated by Persian Pits 9251 and 9664,--, Dor IIIA: 9,Not Final
